Viti,Muaji,Përshkrimi i Sektorit,Komuna,Statusi i Regjistrimit,Përshkrimi i Gjobave në bazë të Ligjit,Numri i Tatimpaguesve,Numri i Gjobave të Lëshuara,Vlera e Gjobave të Lëshuara
2022,6,14,27,18,37,1,1,125.0
2022,6,14,27,18,38,4,4,1750.0
2022,6,14,27,18,39,3,3,7000.0
2022,6,14,27,18,36,1,1,1000.0
2022,6,14,27,4,41,5,5,2750.0
2022,6,14,27,4,33,1,1,500.0
2022,6,14,27,4,35,3,3,375.0
2022,6,14,27,4,37,4,4,875.0
2022,6,14,27,4,39,1,1,2000.0
2022,6,14,27,4,36,1,1,500.0
2022,6,14,27,5,37,1,1,125.0
2022,6,14,28,18,39,1,1,2000.0
2022,6,14,28,18,36,1,1,2000.0
2022,6,14,28,4,41,2,2,250.0
2022,6,14,28,4,35,1,1,125.0
2022,6,14,28,4,37,1,1,125.0
2022,6,14,11,18,48,1,1,7.48
2022,6,14,11,18,37,1,1,125.0
2022,6,14,11,18,38,1,1,250.0
2022,6,14,25,18,41,1,1,125.0
2022,6,14,25,4,48,1,1,139.25
2022,6,14,25,4,41,1,1,125.0
2022,6,14,25,4,38,1,1,250.0
2022,6,14,33,18,41,1,1,1000.0
2022,6,14,33,18,39,1,1,1000.0
2022,6,14,33,18,36,2,2,1500.0
2022,6,14,33,4,39,1,1,1000.0
2022,6,14,35,4,41,1,1,125.0
2022,6,14,17,18,36,1,1,500.0
2022,6,14,17,4,35,1,1,125.0
2022,6,14,19,4,41,1,1,125.0
2022,6,14,19,4,39,1,1,2000.0
2022,6,14,21,18,41,1,1,125.0
2022,6,14,26,18,48,1,1,167.98
2022,6,14,26,18,41,5,5,1625.0
2022,6,14,26,18,37,2,2,250.0
2022,6,14,26,4,48,1,1,420.68
2022,6,14,26,4,41,5,5,2000.0
2022,6,14,26,4,38,1,1,500.0
2022,6,14,32,18,37,1,1,125.0
2022,6,14,32,4,35,1,1,250.0
2022,6,14,3,4,41,1,1,125.0
2022,6,14,8,4,37,1,1,125.0
2022,6,15,5,4,38,1,1,250.0
2022,6,15,2,18,35,1,1,125.0
2022,6,15,4,4,48,1,1,6533.0
2022,6,15,4,4,38,1,1,250.0
2022,6,15,12,18,35,1,1,250.0
2022,6,15,12,18,37,1,1,250.0
2022,6,15,27,18,38,1,1,250.0
2022,6,15,27,18,39,1,1,1000.0
2022,6,15,27,4,35,2,2,250.0
2022,6,15,27,4,36,1,1,500.0
2022,6,15,7,18,37,1,1,125.0
2022,6,15,26,18,41,1,1,125.0
2022,6,15,26,18,39,1,1,5000.0
2022,6,15,26,15,41,1,1,1000.0
2022,6,20,24,4,38,1,1,250.0
2022,6,20,6,4,37,1,1,125.0
2022,6,20,27,18,37,1,1,125.0
2022,6,20,27,4,41,2,2,875.0
2022,6,20,28,4,37,1,1,125.0
2022,6,20,11,18,39,1,1,1000.0
2022,6,20,11,18,36,1,1,500.0
2022,6,20,25,4,41,1,1,125.0
2022,6,20,33,18,37,1,1,2250.0
2022,6,20,33,18,39,1,1,2250.0
2022,6,20,7,4,37,1,1,125.0
2022,6,20,17,18,41,1,1,125.0
2022,6,20,26,18,35,1,1,1125.0
2022,6,20,26,18,39,4,4,5125.0
2022,6,5,2,4,41,1,1,250.0
2022,6,5,2,4,35,1,1,250.0
2022,6,5,6,4,41,1,1,250.0
2022,6,5,27,12,37,1,1,125.0
2022,6,5,27,4,41,2,2,250.0
2022,6,5,27,4,37,1,1,125.0
2022,6,5,27,4,38,1,1,250.0
2022,6,5,26,18,41,7,7,1375.0
2022,6,5,26,18,37,1,1,125.0
2022,6,5,26,18,38,1,1,1000.0
2022,6,5,26,18,36,1,1,1000.0
2022,6,5,26,4,48,1,1,102.0
2022,6,5,26,4,41,8,8,2375.0
2022,6,5,26,4,36,1,1,500.0
2022,6,5,3,18,37,1,1,125.0
2022,6,5,3,4,41,1,1,250.0
2022,6,5,3,4,37,1,1,250.0
2022,6,1,24,18,38,1,1,250.0
2022,6,1,24,4,41,2,2,500.0
2022,6,1,24,4,37,2,2,500.0
2022,6,1,24,15,39,1,1,1000.0
2022,6,1,34,4,41,1,1,125.0
2022,6,1,0,18,41,1,1,500.0
2022,6,1,9,18,41,1,1,250.0
2022,6,1,9,4,38,1,1,250.0
2022,6,1,13,18,41,2,2,375.0
2022,6,1,13,18,37,1,1,250.0
2022,6,1,5,18,41,4,4,750.0
2022,6,1,5,18,38,1,1,250.0
2022,6,1,5,4,41,3,3,375.0
2022,6,1,16,18,35,1,1,250.0
2022,6,1,16,4,36,1,1,500.0
2022,6,1,30,18,41,1,1,125.0
2022,6,1,30,4,41,1,1,125.0
2022,6,1,1,18,41,1,2,250.0
2022,6,1,2,18,41,13,14,4875.0
2022,6,1,2,18,40,1,1,100.0
2022,6,1,2,18,35,5,5,1625.0
2022,6,1,2,18,37,4,4,1125.0
2022,6,1,2,4,41,4,4,500.0
2022,6,1,2,4,35,1,2,500.0
2022,6,1,2,4,37,1,1,375.0
2022,6,1,2,4,38,2,2,1250.0
2022,6,1,2,4,39,1,1,1500.0
2022,6,1,2,4,36,1,1,1500.0
2022,6,1,4,4,37,1,1,125.0
2022,6,1,6,4,41,3,3,625.0
2022,6,1,6,4,37,1,1,250.0
2022,6,1,12,18,41,1,1,125.0
2022,6,1,12,4,41,1,1,125.0
2022,6,1,14,4,41,1,1,125.0
2022,6,1,14,4,37,1,1,125.0
2022,6,1,27,18,41,3,3,625.0
2022,6,1,27,18,38,2,2,500.0
2022,6,1,27,18,39,1,1,1000.0
2022,6,1,27,18,36,1,1,500.0
2022,6,1,27,4,41,5,5,1750.0
2022,6,1,27,4,35,1,1,125.0
2022,6,1,28,18,41,1,1,125.0
2022,6,1,28,4,41,6,7,1000.0
2022,6,1,28,4,35,1,1,125.0
2022,6,1,11,18,41,2,2,250.0
2022,6,1,11,4,41,1,1,125.0
2022,6,1,11,4,37,1,1,125.0
2022,6,1,25,4,41,1,1,500.0
2022,6,1,31,18,35,1,1,125.0
2022,6,1,31,18,37,1,1,125.0
2022,6,1,33,4,41,1,1,125.0
2022,6,1,35,18,41,3,3,625.0
2022,6,1,35,18,35,1,1,250.0
2022,6,1,35,18,37,1,1,250.0
2022,6,1,35,4,41,2,2,250.0
2022,6,1,7,18,41,3,4,4875.0
2022,6,1,7,18,38,1,1,500.0
2022,6,1,7,4,35,1,1,125.0
2022,6,1,17,4,41,1,1,125.0
2022,6,1,17,4,35,1,1,125.0
2022,6,1,19,18,41,2,2,375.0
2022,6,1,19,4,41,8,9,3125.0
2022,6,1,19,4,37,2,2,375.0
2022,6,1,26,18,48,1,1,41.25
2022,6,1,26,18,41,40,41,52000.0
2022,6,1,26,18,37,1,1,250.0
2022,6,1,26,18,38,1,1,250.0
2022,6,1,26,18,36,1,1,500.0
2022,6,1,26,4,41,7,7,4500.0
2022,6,1,26,4,35,1,1,750.0
2022,6,1,26,4,37,2,2,375.0
2022,6,1,3,18,41,8,8,3875.0
2022,6,1,3,18,35,1,1,500.0
2022,6,1,3,18,37,3,3,1000.0
2022,6,1,3,4,41,2,2,625.0
2022,6,9,1,4,35,1,1,125.0
2022,6,9,2,4,37,1,1,500.0
2022,6,9,27,18,41,1,1,500.0
2022,6,9,27,4,37,1,1,750.0
2022,6,9,28,4,35,1,1,125.0
2022,6,9,25,4,41,1,1,250.0
2022,6,9,25,4,37,1,1,250.0
2022,6,9,7,4,35,1,1,125.0
2022,6,9,26,18,41,1,1,125.0
2022,6,9,26,4,37,3,3,375.0
2022,6,10,24,18,37,1,1,125.0
2022,6,10,34,15,41,1,1,125.0
2022,6,10,0,18,37,1,1,125.0
2022,6,10,0,4,41,1,1,125.0
2022,6,10,13,4,38,1,1,250.0
2022,6,10,2,4,41,1,1,500.0
2022,6,10,6,18,37,1,1,125.0
2022,6,10,27,18,38,1,1,250.0
2022,6,10,27,4,41,1,1,125.0
2022,6,10,25,4,37,1,1,500.0
2022,6,10,25,4,38,1,1,1000.0
2022,6,10,33,4,38,1,1,500.0
2022,6,10,32,4,48,1,1,277.0
2022,6,10,32,4,39,1,1,1000.0
2022,6,10,3,18,39,1,1,1000.0
2022,6,6,26,18,48,1,1,35.0
2022,6,6,26,18,37,1,1,125.0
2022,6,6,3,4,37,1,1,125.0
2022,6,19,24,18,41,1,1,125.0
2022,6,19,5,18,41,3,3,375.0
2022,6,19,5,4,41,1,1,125.0
2022,6,19,2,18,36,1,1,500.0
2022,6,19,2,4,35,1,1,250.0
2022,6,19,2,4,37,1,1,250.0
2022,6,19,27,18,41,1,1,375.0
2022,6,19,26,18,41,1,1,125.0
2022,6,7,4,18,37,1,1,1625.0
2022,6,7,4,18,38,1,1,1625.0
2022,6,7,4,18,36,1,1,1625.0
2022,6,7,18,4,35,1,1,125.0
2022,6,7,27,18,36,1,1,500.0
2022,6,7,27,4,41,1,2,375.0
2022,6,7,27,4,39,1,1,2000.0
2022,6,7,27,4,36,1,1,2000.0
2022,6,7,33,18,37,1,1,125.0
2022,6,7,33,18,38,1,1,250.0
2022,6,7,33,18,36,1,1,500.0
2022,6,7,33,4,37,1,1,125.0
2022,6,7,26,4,41,1,1,125.0
2022,6,7,26,4,39,1,1,3000.0
2022,6,7,32,4,41,1,1,125.0
2022,6,4,13,4,36,1,1,1500.0
2022,6,4,27,4,35,2,2,250.0
2022,6,4,27,4,37,2,2,250.0
2022,6,4,33,4,37,1,1,125.0
2022,6,4,19,18,41,1,1,125.0
2022,6,4,3,4,41,1,1,125.0
2022,6,11,4,18,38,1,1,2500.0
2022,6,11,4,18,39,1,1,2500.0
2022,6,11,26,20,39,1,1,1000.0
2022,6,0,27,18,37,1,1,125.0
2022,6,21,24,18,41,2,3,2250.0
2022,6,21,24,18,39,2,2,4000.0
2022,6,21,24,4,41,1,1,250.0
2022,6,21,24,4,36,1,1,500.0
2022,6,21,34,18,41,1,1,1000.0
2022,6,21,34,18,38,1,1,250.0
2022,6,21,34,18,39,1,1,1000.0
2022,6,21,34,4,41,1,1,125.0
2022,6,21,34,4,39,2,2,2000.0
2022,6,21,34,4,36,1,1,500.0
2022,6,21,9,18,38,1,1,250.0
2022,6,21,9,18,39,1,1,1000.0
2022,6,21,9,4,36,1,1,500.0
2022,6,21,13,18,41,1,1,1000.0
2022,6,21,13,4,38,1,1,250.0
2022,6,21,5,18,48,2,2,1190.67
2022,6,21,5,18,41,3,3,1250.0
2022,6,21,5,18,37,2,2,250.0
2022,6,21,5,18,38,3,3,750.0
2022,6,21,5,18,39,2,2,2000.0
2022,6,21,5,18,36,2,2,1000.0
2022,6,21,5,4,41,10,10,1250.0
2022,6,21,5,4,39,1,1,1000.0
2022,6,21,5,4,36,1,1,500.0
2022,6,21,16,18,48,1,1,263.86
2022,6,21,16,18,37,3,3,375.0
2022,6,21,16,18,39,1,1,1000.0
2022,6,21,16,4,48,2,3,401.75
2022,6,21,16,4,41,1,1,250.0
2022,6,21,16,4,37,2,3,627.75
2022,6,21,22,18,39,1,1,2000.0
2022,6,21,22,4,37,1,1,125.0
2022,6,21,30,4,48,1,1,236.25
2022,6,21,30,4,37,1,1,250.0
2022,6,21,2,18,48,1,1,617.5
2022,6,21,2,18,41,2,2,867.5
2022,6,21,2,18,35,2,2,625.0
2022,6,21,2,18,37,2,2,742.5
2022,6,21,2,18,38,1,1,375.0
2022,6,21,2,4,35,1,1,2500.0
2022,6,21,2,15,48,1,1,1806.19
2022,6,21,2,15,39,1,1,1500.0
2022,6,21,2,15,36,1,1,1500.0
2022,6,21,4,18,48,1,1,87.5
2022,6,21,4,18,38,1,1,250.0
2022,6,21,4,18,39,1,1,1000.0
2022,6,21,6,4,37,1,1,125.0
2022,6,21,12,18,48,1,1,947.4
2022,6,21,12,18,37,1,1,125.0
2022,6,21,14,18,39,1,1,1000.0
2022,6,21,18,18,39,1,1,1000.0
2022,6,21,18,4,48,1,1,304.65
2022,6,21,18,4,38,1,1,304.65
2022,6,21,23,4,38,1,1,250.0
2022,6,21,27,18,41,2,2,375.0
2022,6,21,27,18,37,2,2,250.0
2022,6,21,27,18,38,2,2,1000.0
2022,6,21,27,18,39,3,3,3000.0
2022,6,21,27,18,36,1,1,500.0
2022,6,21,27,4,41,6,6,1375.0
2022,6,21,27,4,35,3,3,375.0
2022,6,21,27,4,37,9,9,1375.0
2022,6,21,27,4,38,1,1,250.0
2022,6,21,27,4,39,1,1,1000.0
2022,6,21,27,15,39,1,1,1000.0
2022,6,21,27,15,36,1,1,500.0
2022,6,21,28,18,38,1,1,250.0
2022,6,21,28,4,41,1,1,125.0
2022,6,21,28,4,35,3,3,375.0
2022,6,21,28,4,37,1,1,125.0
2022,6,21,28,4,39,1,1,1000.0
2022,6,21,11,18,38,1,1,250.0
2022,6,21,11,4,39,1,1,1000.0
2022,6,21,25,18,41,2,2,1000.0
2022,6,21,25,4,36,3,3,3500.0
2022,6,21,33,18,38,1,1,250.0
2022,6,21,35,18,41,2,2,2000.0
2022,6,21,35,18,39,2,2,4500.0
2022,6,21,35,18,36,1,1,3500.0
2022,6,21,35,4,48,1,1,409.62
2022,6,21,35,4,41,1,1,500.0
2022,6,21,35,4,38,1,1,500.0
2022,6,21,35,4,39,1,1,2000.0
2022,6,21,7,18,41,1,1,1000.0
2022,6,21,7,18,37,1,1,125.0
2022,6,21,7,18,39,4,4,6000.0
2022,6,21,7,4,36,1,1,1500.0
2022,6,21,17,18,35,2,2,250.0
2022,6,21,17,4,41,3,3,375.0
2022,6,21,17,4,35,3,3,375.0
2022,6,21,17,4,39,1,1,3000.0
2022,6,21,19,18,48,1,1,160.0
2022,6,21,19,18,41,1,1,250.0
2022,6,21,19,18,37,1,1,125.0
2022,6,21,19,18,39,1,1,2000.0
2022,6,21,19,4,48,1,1,185.0
2022,6,21,19,4,35,1,1,125.0
2022,6,21,19,4,37,1,1,125.0
2022,6,21,19,4,38,1,1,750.0
2022,6,21,26,18,48,3,3,1796.59
2022,6,21,26,18,41,10,11,8125.0
2022,6,21,26,18,37,4,4,1500.0
2022,6,21,26,18,38,8,8,5625.0
2022,6,21,26,18,39,14,14,28000.0
2022,6,21,26,18,36,4,4,8750.0
2022,6,21,26,4,48,3,3,542.94
2022,6,21,26,4,41,4,4,1375.0
2022,6,21,26,4,37,7,7,2625.0
2022,6,21,26,4,38,2,2,1250.0
2022,6,21,26,4,39,4,4,6000.0
2022,6,21,26,4,36,2,2,1500.0
2022,6,21,26,15,38,1,1,750.0
2022,6,21,26,15,36,1,1,750.0
2022,6,21,32,18,41,1,1,125.0
2022,6,21,32,4,41,4,4,750.0
2022,6,21,32,4,35,2,2,500.0
2022,6,21,32,4,37,2,2,500.0
2022,6,21,32,4,38,1,1,1000.0
2022,6,21,32,4,36,1,1,1000.0
2022,6,21,3,18,41,2,2,1250.0
2022,6,21,3,18,39,3,3,9000.0
2022,6,21,8,4,48,1,1,75.84
2022,6,21,8,4,37,1,1,125.0
2022,6,21,20,4,38,1,1,250.0
2022,6,12,24,18,39,1,1,1000.0
2022,6,12,26,18,37,1,1,1125.0
2022,6,12,26,18,38,1,1,1125.0
2022,6,12,26,18,36,1,1,1125.0
2022,6,2,26,4,33,1,1,1000.0
2022,6,2,26,4,37,1,1,875.0
2022,6,2,26,4,38,2,2,1500.0
2022,7,17,24,18,41,1,1,250.0
2022,7,17,34,18,36,1,1,500.0
2022,7,17,9,18,38,1,1,500.0
2022,7,17,5,18,38,1,1,250.0
2022,7,17,5,18,39,1,1,1000.0
2022,7,17,2,18,37,1,1,125.0
2022,7,17,2,18,39,4,4,10500.0
2022,7,17,2,18,36,2,2,3000.0
2022,7,17,2,4,37,1,1,250.0
2022,7,17,4,4,38,1,1,250.0
2022,7,17,4,4,36,1,1,500.0
2022,7,17,4,20,36,1,1,500.0
2022,7,17,6,18,37,1,1,500.0
2022,7,17,6,18,38,1,1,500.0
2022,7,17,27,18,37,1,1,125.0
2022,7,17,27,18,38,1,1,250.0
2022,7,17,27,18,39,1,1,1000.0
2022,7,17,27,4,41,1,1,125.0
2022,7,17,27,4,37,1,1,125.0
2022,7,17,27,4,39,1,1,1000.0
2022,7,17,28,18,37,1,1,125.0
2022,7,17,33,18,37,2,2,250.0
2022,7,17,35,18,40,1,6,600.0
2022,7,17,19,4,41,1,1,375.0
2022,7,17,19,4,35,1,1,375.0
2022,7,17,26,18,48,1,2,109.32
2022,7,17,26,18,41,2,2,2000.0
2022,7,17,26,18,39,2,2,4500.0
2022,7,17,26,18,36,3,4,4500.0
2022,7,17,26,4,39,1,1,1000.0
2022,7,17,3,18,36,1,1,500.0
2022,7,17,20,18,37,1,1,125.0
2022,7,18,34,16,37,1,1,125.0
2022,7,18,5,16,41,1,1,1000.0
2022,7,18,5,16,37,1,1,125.0
2022,7,18,5,16,38,1,1,250.0
2022,7,18,16,16,38,1,1,500.0
2022,7,18,2,16,35,3,3,3625.0
2022,7,18,2,16,37,1,1,250.0
2022,7,18,2,16,39,1,1,3250.0
2022,7,18,4,16,41,1,1,375.0
2022,7,18,4,16,37,1,1,125.0
2022,7,18,4,16,38,1,1,250.0
2022,7,18,6,16,38,1,1,1500.0
2022,7,18,6,16,36,1,1,1500.0
2022,7,18,18,16,37,1,1,125.0
2022,7,18,27,16,41,1,1,125.0
2022,7,18,27,16,37,4,4,1750.0
2022,7,18,27,16,38,1,1,1000.0
2022,7,18,28,16,41,1,1,250.0
2022,7,18,28,16,37,1,1,250.0
2022,7,18,11,16,37,1,1,125.0
2022,7,18,25,16,37,1,1,125.0
2022,7,18,33,16,33,1,1,500.0
2022,7,18,33,16,37,2,2,250.0
2022,7,18,15,16,38,1,1,250.0
2022,7,18,26,16,37,1,1,250.0
2022,7,18,32,16,41,1,1,125.0
2022,7,18,3,16,37,1,1,125.0
2022,7,16,28,12,35,1,1,750.0
2022,7,13,17,18,39,1,1,1000.0
2022,7,13,8,18,39,1,1,1000.0
2022,7,14,24,18,35,1,1,2500.0
2022,7,14,24,18,39,1,1,3000.0
2022,7,14,24,18,36,1,1,1000.0
2022,7,14,24,4,38,1,1,250.0
2022,7,14,34,18,48,1,1,34.12
2022,7,14,34,18,41,3,3,375.0
2022,7,14,34,18,39,1,2,2000.0
2022,7,14,34,4,41,3,4,500.0
2022,7,14,0,18,38,1,1,1000.0
2022,7,14,0,18,39,1,1,1000.0
2022,7,14,0,18,36,1,1,1000.0
2022,7,14,9,18,41,1,1,1000.0
2022,7,14,5,18,48,1,1,390.0
2022,7,14,5,18,41,4,5,1250.0
2022,7,14,5,18,37,1,1,125.0
2022,7,14,5,18,39,3,3,3000.0
2022,7,14,5,4,41,6,6,1250.0
2022,7,14,16,18,48,1,1,339.0
2022,7,14,16,18,41,1,1,250.0
2022,7,14,16,18,37,1,1,250.0
2022,7,14,22,18,38,1,1,1000.0
2022,7,14,22,18,36,1,1,1000.0
2022,7,14,1,18,39,1,1,2000.0
2022,7,14,2,18,41,4,4,1500.0
2022,7,14,2,18,38,1,1,250.0
2022,7,14,2,18,39,1,1,3000.0
2022,7,14,2,4,48,2,2,1462.5
2022,7,14,2,4,41,2,2,1375.0
2022,7,14,2,4,35,1,1,1125.0
2022,7,14,2,4,37,1,1,125.0
2022,7,14,2,4,38,1,1,1125.0
2022,7,14,2,4,36,1,1,500.0
2022,7,14,4,18,39,1,1,1000.0
2022,7,14,4,4,41,2,2,250.0
2022,7,14,4,4,35,1,1,125.0
2022,7,14,6,4,41,2,2,750.0
2022,7,14,12,4,38,1,1,250.0
2022,7,14,27,18,41,3,3,500.0
2022,7,14,27,18,37,1,1,625.0
2022,7,14,27,18,38,1,1,625.0
2022,7,14,27,18,39,1,1,1000.0
2022,7,14,27,4,51,1,1,375.0
2022,7,14,27,4,41,18,20,4250.0
2022,7,14,27,4,37,12,12,2500.0
2022,7,14,27,4,36,1,1,1500.0
2022,7,14,27,15,39,1,1,1000.0
2022,7,14,28,18,41,1,1,250.0
2022,7,14,28,18,37,1,1,250.0
2022,7,14,28,18,39,1,1,3000.0
2022,7,14,28,18,36,1,1,125.0
2022,7,14,28,4,41,5,5,1375.0
2022,7,14,28,4,37,1,1,250.0
2022,7,14,28,4,39,1,1,2000.0
2022,7,14,11,4,41,1,1,125.0
2022,7,14,25,18,41,1,1,1000.0
2022,7,14,33,4,41,3,3,750.0
2022,7,14,33,4,38,2,2,750.0
2022,7,14,35,18,41,1,1,250.0
2022,7,14,17,4,41,4,4,875.0
2022,7,14,17,4,37,1,1,250.0
2022,7,14,19,18,48,1,1,144.71
2022,7,14,19,18,41,2,2,375.0
2022,7,14,19,18,37,1,1,250.0
2022,7,14,19,4,48,1,1,79.75
2022,7,14,19,4,37,1,1,125.0
2022,7,14,21,18,41,1,1,125.0
2022,7,14,26,18,41,8,8,3500.0
2022,7,14,26,18,37,3,3,500.0
2022,7,14,26,18,38,1,1,750.0
2022,7,14,26,18,36,1,1,750.0
2022,7,14,26,4,48,1,1,46.0
2022,7,14,26,4,41,8,8,3125.0
2022,7,14,26,4,37,1,1,125.0
2022,7,14,26,5,38,1,1,250.0
2022,7,14,32,18,39,1,1,2000.0
2022,7,14,3,18,48,1,1,173.12
2022,7,14,3,18,41,1,1,125.0
2022,7,14,3,18,37,1,1,125.0
2022,7,14,3,4,41,2,2,625.0
2022,7,15,4,4,37,1,1,125.0
2022,7,15,27,4,36,1,2,1000.0
2022,7,15,19,18,41,1,1,250.0
2022,7,15,26,18,41,1,1,250.0
2022,7,15,26,18,39,2,2,4000.0
2022,7,15,26,4,41,1,1,250.0
2022,7,15,26,4,33,1,1,500.0
2022,7,15,26,4,37,2,2,375.0
2022,7,15,32,4,41,2,2,250.0
2022,7,15,3,4,37,1,1,750.0
2022,7,20,24,18,41,1,1,250.0
2022,7,20,24,18,37,1,1,125.0
2022,7,20,1,4,38,1,1,250.0
2022,7,20,2,18,35,1,1,625.0
2022,7,20,2,18,37,1,1,625.0
2022,7,20,2,4,41,1,1,125.0
2022,7,20,2,20,41,1,2,1625.0
2022,7,20,2,20,35,1,1,625.0
2022,7,20,4,18,41,1,1,250.0
2022,7,20,27,18,41,1,1,125.0
2022,7,20,27,18,37,1,1,125.0
2022,7,20,11,18,41,1,1,125.0
2022,7,20,25,4,41,1,1,4875.0
2022,7,20,26,18,41,2,2,750.0
2022,7,20,26,18,35,1,1,1750.0
2022,7,20,26,18,38,1,1,1750.0
2022,7,20,26,4,41,1,1,125.0
2022,7,20,26,4,38,1,1,750.0
2022,7,20,26,20,39,1,1,1000.0
2022,7,20,3,18,41,1,1,125.0
2022,7,20,3,18,35,1,1,2250.0
2022,7,20,3,18,39,1,1,2250.0
2022,7,3,19,18,37,1,1,250.0
2022,7,5,16,18,41,1,1,125.0
2022,7,5,2,18,35,2,2,250.0
2022,7,5,2,4,35,4,4,500.0
2022,7,5,2,4,37,2,2,250.0
2022,7,5,4,4,41,1,1,250.0
2022,7,5,4,4,35,1,1,250.0
2022,7,5,27,4,41,8,8,1500.0
2022,7,5,27,4,33,1,1,500.0
2022,7,5,27,4,37,2,2,375.0
2022,7,5,27,4,38,1,1,250.0
2022,7,5,28,4,35,1,1,125.0
2022,7,5,35,18,41,1,1,125.0
2022,7,5,35,4,41,1,1,250.0
2022,7,5,26,12,38,1,1,250.0
2022,7,5,26,18,41,2,2,375.0
2022,7,5,26,18,37,1,1,250.0
2022,7,5,26,4,41,2,2,1375.0
2022,7,5,26,4,37,1,1,125.0
2022,7,5,3,4,41,1,1,125.0
2022,7,1,24,18,41,2,2,375.0
2022,7,1,24,18,37,1,1,250.0
2022,7,1,24,18,38,1,1,250.0
2022,7,1,24,18,36,1,1,500.0
2022,7,1,24,4,41,8,8,3375.0
2022,7,1,24,4,35,2,2,625.0
2022,7,1,24,4,37,1,1,375.0
2022,7,1,24,4,38,1,1,250.0
2022,7,1,34,18,41,4,4,625.0
2022,7,1,0,18,41,1,1,1000.0
2022,7,1,0,18,38,1,1,250.0
2022,7,1,0,4,41,1,1,250.0
2022,7,1,0,4,35,1,1,1250.0
2022,7,1,0,4,38,1,1,1250.0
2022,7,1,9,4,41,1,1,250.0
2022,7,1,9,4,37,1,1,250.0
2022,7,1,10,18,41,1,1,375.0
2022,7,1,10,18,35,1,1,375.0
2022,7,1,10,18,37,1,1,375.0
2022,7,1,13,4,41,1,1,250.0
2022,7,1,13,4,35,1,1,1250.0
2022,7,1,13,4,38,1,1,1250.0
2022,7,1,5,18,41,12,12,2000.0
2022,7,1,5,4,41,8,8,1000.0
2022,7,1,16,18,41,3,3,2250.0
2022,7,1,16,4,48,1,1,16.25
2022,7,1,16,4,41,8,8,3125.0
2022,7,1,16,4,37,1,1,125.0
2022,7,1,22,4,41,2,2,750.0
2022,7,1,22,4,37,1,1,250.0
2022,7,1,30,4,41,1,1,125.0
2022,7,1,37,4,37,1,1,125.0
2022,7,1,2,18,41,12,13,4000.0
2022,7,1,2,18,35,5,5,875.0
2022,7,1,2,18,37,2,2,625.0
2022,7,1,2,4,41,6,6,1000.0
2022,7,1,2,4,37,1,1,250.0
2022,7,1,2,4,38,2,2,500.0
2022,7,1,4,18,41,2,2,625.0
2022,7,1,4,18,35,1,1,125.0
2022,7,1,4,18,38,1,1,250.0
2022,7,1,4,4,41,2,2,1125.0
2022,7,1,4,4,36,1,1,1000.0
2022,7,1,12,4,35,1,1,125.0
2022,7,1,12,15,41,1,1,250.0
2022,7,1,14,18,41,1,1,250.0
2022,7,1,27,18,41,6,6,2000.0
2022,7,1,27,18,35,1,1,375.0
2022,7,1,27,18,37,2,2,750.0
2022,7,1,27,18,38,1,1,625.0
2022,7,1,27,4,41,19,20,3625.0
2022,7,1,27,4,37,6,6,1125.0
2022,7,1,27,4,38,1,1,500.0
2022,7,1,28,18,41,1,1,250.0
2022,7,1,28,4,41,6,6,1375.0
2022,7,1,28,4,35,2,2,625.0
2022,7,1,11,4,41,2,2,375.0
2022,7,1,25,18,37,1,1,125.0
2022,7,1,25,4,41,3,3,1125.0
2022,7,1,25,4,37,4,4,1250.0
2022,7,1,31,18,41,1,1,250.0
2022,7,1,31,4,41,1,1,250.0
2022,7,1,31,4,35,1,1,250.0
2022,7,1,33,18,48,1,1,157.17
2022,7,1,33,18,37,1,1,157.17
2022,7,1,33,4,41,3,3,375.0
2022,7,1,33,4,38,1,1,250.0
2022,7,1,35,18,41,2,3,1250.0
2022,7,1,35,4,41,9,10,3625.0
2022,7,1,35,4,39,1,1,3000.0
2022,7,1,7,18,41,4,4,4250.0
2022,7,1,7,18,37,1,1,875.0
2022,7,1,7,18,36,1,1,875.0
2022,7,1,7,4,41,4,4,3000.0
2022,7,1,7,4,37,2,2,250.0
2022,7,1,17,4,41,5,5,875.0
2022,7,1,17,4,37,1,1,250.0
2022,7,1,19,18,41,4,4,750.0
2022,7,1,19,18,37,1,1,250.0
2022,7,1,19,4,48,1,1,74.25
2022,7,1,19,4,41,8,9,3500.0
2022,7,1,19,4,37,1,1,125.0
2022,7,1,26,18,41,39,44,32375.0
2022,7,1,26,18,35,2,2,750.0
2022,7,1,26,18,37,5,6,1625.0
2022,7,1,26,18,38,2,2,500.0
2022,7,1,26,18,36,2,2,1000.0
2022,7,1,26,4,41,19,21,10000.0
2022,7,1,26,4,35,1,1,250.0
2022,7,1,26,4,37,2,2,375.0
2022,7,1,26,4,38,1,1,500.0
2022,7,1,32,18,41,5,5,1000.0
2022,7,1,32,4,41,8,8,1000.0
2022,7,1,3,18,41,1,1,125.0
2022,7,1,3,4,37,1,1,125.0
2022,7,9,5,18,41,1,1,125.0
2022,7,9,4,4,41,1,1,125.0
2022,7,9,27,18,41,1,1,250.0
2022,7,9,26,18,41,1,1,250.0
2022,7,9,26,18,37,1,1,250.0
2022,7,9,26,4,41,1,1,1250.0
2022,7,9,26,4,37,1,1,125.0
2022,7,10,27,4,37,1,1,125.0
