"Viti Godina Year","Muaji Mesec Month","Përshkrimi i Sektorit (Kryesor)  Opis (Glavnog) Sektora Description of (Primary) Sector","Komuna Opština Municipality","","Statusi i Regjistrimit Status Registracije Registration Status","Përshkrimi i Gjobave në bazë të Ligjit Opis novčanih kazni na osnovu zakona Description of Fines based on the Law","Numri i Tatimpaguesve Broj Poreskih Obveznika Number of Taxpayers","Numri i Gjobave të Lëshuara Broj izrečenih kazni Number of Issued Fines","Vlera e Gjobave të Lëshuara Vrednost izrečenih kazni Value of Issued Fines"
"2022","10","Akomodimi dhe sherbimi ushqimor","VUSHTRRI","","SH.P.K.","Nd.Neni.53.6-Law 03/L-222","4","4","625"
"2022","10","Akomodimi dhe sherbimi ushqimor","VUSHTRRI","","Individual","Nd.Neni.53.6-Law 03/L-222","3","3","375"
"2022","10","Akomodimi dhe sherbimi ushqimor","GRAÇANICË","","Individual","Nd.Neni.53.6-Law 03/L-222","3","3","625"
"2022","10","Akomodimi dhe sherbimi ushqimor","MALISHEVË","","SH.P.K.","Nd.Neni.53(2.1)-Law 03/L-222","1","1","500"
"2022","10","Akomodimi dhe sherbimi ushqimor","MITROVICË","","SH.P.K.","Nd.Neni.53.6-Law 03/L-222","5","5","2500"
"2022","10","Akomodimi dhe sherbimi ushqimor","MITROVICË","","Individual","Nd.Neni.53.6-Law 03/L-222","9","9","4000"
"2022","10","Akomodimi dhe sherbimi ushqimor","MITROVICË","","Individual","Nd.Neni.53(2.2)-Law 03/L-222","1","1","1000"
"2022","10","Akomodimi dhe sherbimi ushqimor","NOVOBËRDË","","Individual","Nd.Neni.53(2.1)-Law 03/L-222","1","1","125"
"2022","10","Akomodimi dhe sherbimi ushqimor","PRISHTINË","","SH.P.K.","Nd.Neni.53.6-Law 03/L-222","13","13","7500"
"2022","10","Akomodimi dhe sherbimi ushqimor","PRISHTINË","","SH.P.K.","Nd.Neni.53(2.1)-Law 03/L-222","6","6","1000"
"2022","10","Akomodimi dhe sherbimi ushqimor","PRISHTINË","","SH.P.K.","Nd.Neni.53(2.2)-Law 03/L-222","3","3","2000"
"2022","10","Akomodimi dhe sherbimi ushqimor","PRISHTINË","","SH.P.K.","Nd.Neni.53(2.4)-Law 03/L-222","1","1","4000"
"2022","10","Akomodimi dhe sherbimi ushqimor","PRISHTINË","","SH.P.K.","Nd.Neni.53( 2.3)-Law 03/L-222","1","1","750"
"2022","10","Akomodimi dhe sherbimi ushqimor","PRISHTINË","","Individual","Nd.Neni.53.6-Law 03/L-222","9","9","5125"
"2022","10","Akomodimi dhe sherbimi ushqimor","PRISHTINË","","Individual","Nd.Neni.50 (1)-Law 03/L-222","1","1","375"
"2022","10","Akomodimi dhe sherbimi ushqimor","PRISHTINË","","Individual","Nd.Neni.53 (1)-Law 03/L-222","1","1","375"
"2022","10","Akomodimi dhe sherbimi ushqimor","PRISHTINË","","Individual","Nd.Neni.53(2.1)-Law 03/L-222","3","3","1375"
"2022","10","Akomodimi dhe sherbimi ushqimor","PRISHTINË","","Individual","Nd.Neni.53(2.2)-Law 03/L-222","3","3","2875"
"2022","10","Akomodimi dhe sherbimi ushqimor","PRISHTINË","","Individual","Nd.Neni.53( 2.3)-Law 03/L-222","1","1","2000"
"2022","10","Akomodimi dhe sherbimi ushqimor","SKENDERAJ","","Individual","Nd.Neni.53.6-Law 03/L-222","2","2","375"
"2022","10","Akomodimi dhe sherbimi ushqimor","SKENDERAJ","","Individual","Nd.Neni.53 (1)-Law 03/L-222","1","1","250"
"2022","10","Artet, Argetimi dhe rekreacioni","VITI","","SH.P.K.","Nd.Neni.53(2.1)-Law 03/L-222","1","1","125"
"2022","10","Artet, Argetimi dhe rekreacioni","MALISHEVË","","Individual","Nd.Neni.53 (1)-Law 03/L-222","1","1","250"
"2022","10","Bujqesia;Pylltaria dhe Peshkimi","OBILIQ","","SH.P.K.","Nd.Neni.53.6-Law 03/L-222","1","1","1000"
"2022","10","Bujqesia;Pylltaria dhe Peshkimi","GJAKOVË","","SH.P.K.","Nd.Neni.53(2.2)-Law 03/L-222","1","1","250"
"2022","10","Bujqesia;Pylltaria dhe Peshkimi","MAMUSHË","","Individual","Nd.Neni.53(2.2)-Law 03/L-222","1","1","250"
"2022","10","Bujqesia;Pylltaria dhe Peshkimi","GRAÇANICË","","SH.P.K.","Nd.Neni.53(2.4)-Law 03/L-222","1","1","5000"
"2022","10","Bujqesia;Pylltaria dhe Peshkimi","MALISHEVË","","Individual","Nd.Neni.53(2.1)-Law 03/L-222","1","1","125"
"2022","10","Bujqesia;Pylltaria dhe Peshkimi","PRISHTINË","","SH.P.K.","Nd.Neni.53(2.1)-Law 03/L-222","1","1","125"
"2022","10","Bujqesia;Pylltaria dhe Peshkimi","FUSHË KOSOVË","","SH.P.K.","Nd.Neni.53(2.1)-Law 03/L-222","1","1","2125"
"2022","10","Bujqesia;Pylltaria dhe Peshkimi","FUSHË KOSOVË","","SH.P.K.","Nd.Neni.53(2.4)-Law 03/L-222","1","1","2125"
"2022","10","Aktivitetet financiare dhe te sigurimit","PRISHTINË","","Kompani e huaj","Nd.Neni.53(2.4)-Law 03/L-222","1","1","1000"
"2022","10","Sherbimet administrative dhe mbeshtetese","PEJË","","SH.P.K.","Nd.Neni.53(2.2)-Law 03/L-222","1","1","250"
"2022","10","Sherbimet administrative dhe mbeshtetese","FERIZAJ","","SH.P.K.","Nd.Neni.53 (1)-Law 03/L-222","2","3","4250"
"2022","10","Sherbimet administrative dhe mbeshtetese","GLLOGOC","","SH.P.K.","Nd.Neni.53.6-Law 03/L-222","1","1","250"
"2022","10","Sherbimet administrative dhe mbeshtetese","GLLOGOC","","SH.P.K.","Nd.Neni.53(2.1)-Law 03/L-222","1","1","250"
"2022","10","Sherbimet administrative dhe mbeshtetese","GLLOGOC","","Individual","Nd.Neni.53.6-Law 03/L-222","1","1","125"
"2022","10","Sherbimet administrative dhe mbeshtetese","GLLOGOC","","Kompani e huaj","Nd.Neni.53(2.4)-Law 03/L-222","1","1","2000"
"2022","10","Sherbimet administrative dhe mbeshtetese","PRIZREN","","Individual","Nd.Neni.53.6-Law 03/L-222","1","1","125"
"2022","10","Sherbimet administrative dhe mbeshtetese","PRIZREN","","Individual","Nd.Neni.53(2.1)-Law 03/L-222","1","1","125"
"2022","10","Sherbimet administrative dhe mbeshtetese","MITROVICË","","Individual","Nd.Neni.53.6-Law 03/L-222","1","1","500"
"2022","10","Sherbimet administrative dhe mbeshtetese","PRISHTINË","","SH.P.K.","Nd.Neni.53.6-Law 03/L-222","2","3","625"
"2022","10","Sherbimet administrative dhe mbeshtetese","PRISHTINË","","SH.P.K.","Nd.Neni.53(2.1)-Law 03/L-222","1","1","250"
"2022","10","Aktivitetet profesionale, shkencore dhe teknike","GLLOGOC","","Individual","Nd.Neni.53(2.2)-Law 03/L-222","1","1","750"
"2022","10","Aktivitetet profesionale, shkencore dhe teknike","GLLOGOC","","Individual","Nd.Neni.53( 2.3)-Law 03/L-222","1","1","750"
"2022","10","Aktivitetet profesionale, shkencore dhe teknike","PRISHTINË","","SH.P.K.","Nd.Neni.53.6-Law 03/L-222","3","3","500"
"2022","10","Aktivitetet profesionale, shkencore dhe teknike","PRISHTINË","","SH.P.K.","Nd.Neni.53(2.1)-Law 03/L-222","1","1","250"
"2022","10","Aktivitetet profesionale, shkencore dhe teknike","PRISHTINË","","SH.P.K.","Nd.Neni.53(2.2)-Law 03/L-222","2","2","1250"
"2022","10","Aktivitetet profesionale, shkencore dhe teknike","PRISHTINË","","SH.P.K.","Nd.Neni.53(2.4)-Law 03/L-222","1","1","1000"
"2022","10","Aktivitetet profesionale, shkencore dhe teknike","PRISHTINË","","SH.P.K.","Nd.Neni.53( 2.3)-Law 03/L-222","2","2","2250"
"2022","10","Aktivitetet profesionale, shkencore dhe teknike","PRISHTINË","","Individual","Nd.Neni.53(2.1)-Law 03/L-222","1","1","125"
"2022","10","Aktivitetet e shendetit te njeriut dhe te punes sociale","PRIZREN","","Individual","Nd.Neni.53(2.1)-Law 03/L-222","1","1","125"
"2022","10","Aktivitetet e shendetit te njeriut dhe te punes sociale","PRISHTINË","","SH.P.K.","Nd.Neni.53.6-Law 03/L-222","3","3","1250"
"2022","10","Aktivitetet e shendetit te njeriut dhe te punes sociale","PRISHTINË","","Individual","Nd.Neni.53.6-Law 03/L-222","3","3","625"
"2022","10","Aktivitetet e shendetit te njeriut dhe te punes sociale","PRISHTINË","","Individual","Nd.Neni.53(2.1)-Law 03/L-222","1","1","250"
"2022","10","Aktivitetet e shendetit te njeriut dhe te punes sociale","SKENDERAJ","","Individual","Nd.Neni.53.6-Law 03/L-222","1","1","500"
"2022","10","Furnizimi me rryme, gaz, avull dhe  ajer te kondicionuar","PRISHTINË","","SH.P.K.","Nd.Neni.53(2.4)-Law 03/L-222","1","1","2000"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PEJË","","SH.P.K.","Nd.Neni.53.6-Law 03/L-222","1","1","125"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PEJË","","SH.P.K.","Nd.Neni.53(2.1)-Law 03/L-222","3","3","2125"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PEJË","","SH.P.K.","Nd.Neni.53(2.2)-Law 03/L-222","2","2","2125"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PEJË","","SH.P.K.","Nd.Neni.53(2.4)-Law 03/L-222","1","1","1875"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PEJË","","SH.P.K.","Nd.Neni.53( 2.3)-Law 03/L-222","2","2","2375"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PEJË","","Individual","Nd.Neni.59-Law 03/L-222","1","1","730.68"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PEJË","","Individual","Nd.Neni.53.6-Law 03/L-222","5","5","750"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PEJË","","Individual","Nd.Neni.53(2.1)-Law 03/L-222","4","4","625"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PEJË","","Individual","Nd.Neni.53(2.2)-Law 03/L-222","2","2","1500"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PEJË","","Individual","Nd.Neni.53( 2.3)-Law 03/L-222","1","1","1250"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","VITI","","SH.P.K.","Nd.Neni.59-Law 03/L-222","3","3","1189.02"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","VITI","","SH.P.K.","Nd.Neni.53(2.1)-Law 03/L-222","1","1","125"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","VITI","","SH.P.K.","Nd.Neni.53(2.2)-Law 03/L-222","2","3","750"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","VITI","","SH.P.K.","Nd.Neni.53(2.4)-Law 03/L-222","1","1","1000"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","VITI","","SH.P.K.","Nd.Neni.53( 2.3)-Law 03/L-222","1","1","500"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","VITI","","Individual","Nd.Neni.53(2.2)-Law 03/L-222","2","2","500"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","VITI","","Individual","Nd.Neni.53( 2.3)-Law 03/L-222","2","2","1000"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","DEÇAN","","Individual","Nd.Neni.53(2.2)-Law 03/L-222","1","1","250"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","ISTOG","","SH.P.K.","Nd.Neni.53(2.4)-Law 03/L-222","1","1","2000"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","ISTOG","","Individual","Nd.Neni.53.6-Law 03/L-222","2","2","750"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","ISTOG","","Individual","Nd.Neni.53 (1)-Law 03/L-222","2","2","750"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","ISTOG","","Individual","Nd.Neni.53(2.1)-Law 03/L-222","2","2","750"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","ISTOG","","Individual","Nd.Neni.53( 2.3)-Law 03/L-222","1","1","1000"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","JUNIK","","Individual","Nd.Neni.53(2.4)-Law 03/L-222","1","1","3000"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","KLINË","","Individual","Nd.Neni.53.6-Law 03/L-222","1","1","250"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","KLINË","","Individual","Nd.Neni.53 (1)-Law 03/L-222","1","1","250"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","GJILAN","","SH.P.K.","Nd.Neni.59-Law 03/L-222","4","4","2817.95"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","GJILAN","","SH.P.K.","Nd.Neni.53.6-Law 03/L-222","1","1","125"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","GJILAN","","SH.P.K.","Nd.Neni.53(2.1)-Law 03/L-222","2","2","250"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","GJILAN","","SH.P.K.","Nd.Neni.53(2.2)-Law 03/L-222","5","5","1250"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","GJILAN","","SH.P.K.","Nd.Neni.53(2.4)-Law 03/L-222","1","1","1000"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","GJILAN","","SH.P.K.","Nd.Neni.53( 2.3)-Law 03/L-222","1","1","250"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","GJILAN","","Individual","Nd.Neni.59-Law 03/L-222","1","1","90.8"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","GJILAN","","Individual","Nd.Neni.53.6-Law 03/L-222","11","11","2250"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","GJILAN","","Individual","Nd.Neni.53(2.1)-Law 03/L-222","7","8","1500"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","GJILAN","","Individual","Nd.Neni.53(2.2)-Law 03/L-222","1","1","250"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","GJILAN","","Individual","Nd.Neni.53(2.4)-Law 03/L-222","1","1","1000"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","LIPJAN","","SH.P.K.","Nd.Neni.53.6-Law 03/L-222","1","1","125"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","LIPJAN","","SH.P.K.","Nd.Neni.53(2.2)-Law 03/L-222","1","1","1250"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","LIPJAN","","SH.P.K.","Nd.Neni.53( 2.3)-Law 03/L-222","1","1","1250"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","LIPJAN","","Individual","Nd.Neni.53(2.2)-Law 03/L-222","1","1","1000"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","LIPJAN","","Individual","Nd.Neni.53(2.4)-Law 03/L-222","1","1","1000"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","OBILIQ","","SH.P.K.","Nd.Neni.53(2.2)-Law 03/L-222","1","1","250"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","OBILIQ","","Individual","Nd.Neni.53.6-Law 03/L-222","1","1","500"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","OBILIQ","","Ortakëria e përgj.","Nd.Neni.53(2.2)-Law 03/L-222","1","1","250"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","SHTIME","","SH.P.K.","Nd.Neni.53.6-Law 03/L-222","1","1","1000"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","SHTIME","","SH.P.K.","Nd.Neni.53 (1)-Law 03/L-222","2","2","875"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","SHTIME","","SH.P.K.","Nd.Neni.53(2.1)-Law 03/L-222","1","1","250"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","DRAGASH","","SH.P.K.","Nd.Neni.59-Law 03/L-222","1","1","482.75"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","DRAGASH","","SH.P.K.","Nd.Neni.53(2.2)-Law 03/L-222","1","1","250"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","FERIZAJ","","SH.P.K.","Nd.Neni.59-Law 03/L-222","1","1","498.95"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","FERIZAJ","","SH.P.K.","Nd.Neni.53.6-Law 03/L-222","3","3","375"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","FERIZAJ","","SH.P.K.","Nd.Neni.53 (1)-Law 03/L-222","2","2","375"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","FERIZAJ","","SH.P.K.","Nd.Neni.53(2.1)-Law 03/L-222","1","1","125"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","FERIZAJ","","SH.P.K.","Nd.Neni.53(2.2)-Law 03/L-222","5","5","1250"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","FERIZAJ","","Individual","Nd.Neni.53.6-Law 03/L-222","2","2","375"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","FERIZAJ","","Individual","Nd.Neni.50 (1)-Law 03/L-222","1","1","625"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","FERIZAJ","","Individual","Nd.Neni.53 (1)-Law 03/L-222","1","1","1500"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","FERIZAJ","","Individual","Nd.Neni.53(2.1)-Law 03/L-222","1","1","625"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","FERIZAJ","","Individual","Nd.Neni.53(2.2)-Law 03/L-222","2","2","500"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","FERIZAJ","","Individual","Nd.Neni.53( 2.3)-Law 03/L-222","1","1","500"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","GJAKOVË","","SH.P.K.","Nd.Neni.59-Law 03/L-222","1","1","2315.5"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","GJAKOVË","","SH.P.K.","Nd.Neni.53(2.2)-Law 03/L-222","1","1","250"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","GJAKOVË","","SH.P.K.","Nd.Neni.53(2.4)-Law 03/L-222","1","1","1000"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","GJAKOVË","","Individual","Nd.Neni.53(2.2)-Law 03/L-222","1","1","250"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","GLLOGOC","","SH.P.K.","Nd.Neni.53(2.4)-Law 03/L-222","1","1","1500"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","GLLOGOC","","SH.P.K.","Nd.Neni.53( 2.3)-Law 03/L-222","2","2","2000"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","GLLOGOC","","Individual","Nd.Neni.53(2.2)-Law 03/L-222","1","1","250"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","KAÇANIK","","SH.P.K.","Nd.Neni.53 (1)-Law 03/L-222","1","1","125"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","KAÇANIK","","SH.P.K.","Nd.Neni.53(2.2)-Law 03/L-222","1","1","250"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PARTESH","","Individual","Nd.Neni.53.6-Law 03/L-222","1","1","125"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PRIZREN","","SH.P.K.","Nd.Neni.53.6-Law 03/L-222","1","1","250"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PRIZREN","","SH.P.K.","Nd.Neni.53(2.1)-Law 03/L-222","6","6","1125"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PRIZREN","","SH.P.K.","Nd.Neni.53(2.2)-Law 03/L-222","3","3","750"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PRIZREN","","SH.P.K.","Nd.Neni.53(2.4)-Law 03/L-222","3","3","4500"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PRIZREN","","SH.P.K.","Nd.Neni.53( 2.3)-Law 03/L-222","3","3","3500"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PRIZREN","","Individual","Nd.Neni.59-Law 03/L-222","1","1","370.6"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PRIZREN","","Individual","Nd.Neni.53.6-Law 03/L-222","5","5","750"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PRIZREN","","Individual","Nd.Neni.53 (1)-Law 03/L-222","1","1","500"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PRIZREN","","Individual","Nd.Neni.53(2.1)-Law 03/L-222","3","3","500"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PRIZREN","","Individual","Nd.Neni.53(2.2)-Law 03/L-222","4","4","2250"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PRIZREN","","Individual","Nd.Neni.53(2.4)-Law 03/L-222","2","2","4000"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PRIZREN","","Individual","Nd.Neni.53( 2.3)-Law 03/L-222","1","1","1250"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","RAHOVEC","","SH.P.K.","Nd.Neni.59-Law 03/L-222","1","1","642.83"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","RAHOVEC","","SH.P.K.","Nd.Neni.53.6-Law 03/L-222","1","1","1000"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","RAHOVEC","","SH.P.K.","Nd.Neni.53(2.1)-Law 03/L-222","2","2","250"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","RAHOVEC","","SH.P.K.","Nd.Neni.53(2.2)-Law 03/L-222","2","2","500"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","RAHOVEC","","SH.P.K.","Nd.Neni.53(2.4)-Law 03/L-222","1","1","1000"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","RAHOVEC","","Individual","Nd.Neni.53.6-Law 03/L-222","1","1","125"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","RAHOVEC","","Individual","Nd.Neni.53(2.1)-Law 03/L-222","1","1","125"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","RAHOVEC","","Individual","Nd.Neni.53(2.2)-Law 03/L-222","1","1","125"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","KAMENICË","","SH.P.K.","Nd.Neni.53(2.1)-Law 03/L-222","1","1","250"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","KAMENICË","","SH.P.K.","Nd.Neni.53(2.2)-Law 03/L-222","2","2","500"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","KAMENICË","","Individual","Nd.Neni.59-Law 03/L-222","1","1","9.65"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","KAMENICË","","Individual","Nd.Neni.53(2.2)-Law 03/L-222","1","1","250"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PODUJEVË","","SH.P.K.","Nd.Neni.59-Law 03/L-222","1","1","397.66"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PODUJEVË","","SH.P.K.","Nd.Neni.53(2.2)-Law 03/L-222","3","3","750"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PODUJEVË","","SH.P.K.","Nd.Neni.53(2.4)-Law 03/L-222","2","2","4000"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PODUJEVË","","SH.P.K.","Nd.Neni.53( 2.3)-Law 03/L-222","2","2","1000"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PODUJEVË","","Individual","Nd.Neni.59-Law 03/L-222","2","2","1258.88"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PODUJEVË","","Individual","Nd.Neni.53.6-Law 03/L-222","5","5","1250"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PODUJEVË","","Individual","Nd.Neni.53(2.1)-Law 03/L-222","5","5","2000"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PODUJEVË","","Individual","Nd.Neni.53(2.2)-Law 03/L-222","3","3","2625"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PODUJEVË","","Individual","Nd.Neni.53(2.4)-Law 03/L-222","1","1","1000"
"2022","10","Tregtia me shumice dhe pakice; Riparimi i mjeteve motorike dhe motoeikletave","PODUJEVË","","Individual","Nd.Neni.53( 2.3)-Law 03/L-222","2","2","1750"
